aika_fi,toteutunut_MW,fingrid_ennuste_MW
2026-09-03 07:45:00+03:00,8875.23,11997.0
2026-09-03 08:00:00+03:00,9071.19,11997.0
2026-09-03 08:15:00+03:00,8940.08,11997.0
2026-09-03 08:30:00+03:00,8858.75,11997.0
2026-09-03 08:45:00+03:00,8863.21,11997.0
2026-09-03 09:00:00+03:00,8852.12,11997.0
2026-09-03 09:15:00+03:00,8856.64,11997.0
2026-09-03 09:30:00+03:00,8913.45,11997.0
2026-09-03 09:45:00+03:00,8849.2,11997.0
2026-09-03 10:00:00+03:00,8943.47,11997.0
2026-09-03 10:15:00+03:00,8968.41,11997.0
2026-09-03 10:30:00+03:00,8993.18,11997.0
2026-09-03 10:45:00+03:00,8973.64,11997.0
2026-09-03 11:00:00+03:00,9021.83,11997.0
2026-09-03 11:15:00+03:00,8982.53,11997.0
2026-09-03 11:30:00+03:00,8928.35,11997.0
2026-09-03 11:45:00+03:00,8990.86,11997.0
2026-09-03 12:00:00+03:00,9000.39,11997.0
2026-09-03 12:15:00+03:00,8998.82,11997.0
2026-09-03 12:30:00+03:00,8984.93,11997.0
2026-09-03 12:45:00+03:00,9022.79,11997.0
2026-09-03 13:00:00+03:00,9094.72,11997.0
2026-09-03 13:15:00+03:00,9118.6,11997.0
2026-09-03 13:30:00+03:00,9097.0,11997.0
2026-09-03 13:45:00+03:00,8989.49,11997.0
2026-09-03 14:00:00+03:00,9058.11,11997.0
2026-09-03 14:15:00+03:00,9005.95,11997.0
2026-09-03 14:30:00+03:00,9024.37,11997.0
2026-09-03 14:45:00+03:00,8953.25,11997.0
2026-09-03 15:00:00+03:00,8966.79,11997.0
2026-09-03 15:15:00+03:00,8868.94,11997.0
2026-09-03 15:30:00+03:00,8797.04,11997.0
2026-09-03 15:45:00+03:00,8850.72,11997.0
2026-09-03 16:00:00+03:00,8762.98,11997.0
2026-09-03 16:15:00+03:00,8907.79,11997.0
2026-09-03 16:30:00+03:00,8773.07,11997.0
2026-09-03 16:45:00+03:00,8740.47,11997.0
2026-09-03 17:00:00+03:00,8784.3,11997.0
2026-09-03 17:15:00+03:00,8806.68,11997.0
2026-09-03 17:30:00+03:00,8731.73,11997.0
2026-09-03 17:45:00+03:00,8707.78,11997.0
2026-09-03 18:00:00+03:00,8671.78,11997.0
2026-09-03 18:15:00+03:00,8611.82,11997.0
2026-09-03 18:30:00+03:00,8651.97,11997.0
2026-09-03 18:45:00+03:00,8674.6,11997.0
2026-09-03 19:00:00+03:00,8676.82,11997.0
2026-09-03 19:15:00+03:00,8545.62,11997.0
2026-09-03 19:30:00+03:00,8566.79,11997.0
2026-09-03 19:45:00+03:00,8551.52,11997.0
2026-09-03 20:00:00+03:00,8572.88,11997.0
2026-09-03 20:15:00+03:00,8742.31,11997.0
2026-09-03 20:30:00+03:00,8715.74,11997.0
2026-09-03 20:45:00+03:00,8716.63,11997.0
